Gene,Alteration,Origin,Entities,Comments,Reference,RefGene Group
RUNX1,Translocation; ; ; ; ; ,Somatic; ,"[AML, pre B-ALL, T-ALL]; []","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
RUNX1T1,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
S100A7,Missense; Translocation; ; ; ; ,Somatic; ,"[melanoma, T-cell lymphoma]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SALL4,Missense; Frameshift; ; ; ; ,Somatic; ,"[colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SBDS,Frameshift; Nonsense; Other; ; ; ,; Germline,"[]; [AML, MDS]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SDC4,Translocation; ; ; ; ; ,Somatic; ,[NSCLC]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SDHA,Missense; Nonsense; ; ; ; ,Somatic; Germline,"[GIST, paraganglioma]; [paraganglioma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SDHAF2,Missense; ; ; ; ; ,; Germline,[]; [paraganglioma],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SDHB,Missense; Nonsense; Frameshift; ; ; ,; Germline,"[]; [paraganglioma, pheochromocytoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SDHC,Missense; Nonsense; Frameshift; ; ; ,; Germline,"[]; [paraganglioma, pheochromocytoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SDHD,Missense; Nonsense; Frameshift; Splice site; ; ,; Germline,"[]; [paraganglioma, pheochromocytoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
2005-09-01 00:00:00,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
2006-09-01 00:00:00,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
2009-09-01 00:00:00,Translocation; ; ; ; ; ,Somatic; ,[AML*]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SET,Translocation; ; ; ; ; ,Somatic; ,[T-ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SETBP1,Missense; Translocation; ; ; ; ,Somatic; Germline,"[aCML, sAML, MDS/MPN-U, CMML, JMML]; [neuroepithelial tumours]","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SETD1B,Deletion; Frameshift; ; ; ; ,Somatic; ,"[CRC, endometrium]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SETD2,Nonsense; Frameshift; Splice site; Missense; ; ,Somatic; ,[clear cell renal carcinoma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SETDB1,Frameshift; Missense; ; ; ; ,Somatic; ,[malignant mesothelioma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SF3B1,Missense; ; ; ; ; ,Somatic; ,[myelodysplastic syndrome]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SFPQ,Translocation; ; ; ; ; ,Somatic; ,[papillary renal]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SFRP4,Missense; ; ; ; ; ,Somatic; ,"[colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SGK1,Missense; ; ; ; ; ,Somatic; ,[Nodular lymphocyte predominant Hodgkin lymphoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SH2B3,Missense; Frameshift; Nonsense; ; ; ,Somatic; ,"[MPN, sAML, erythrocytosis, B-ALL]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SH3GL1,Translocation; ; ; ; ; ,Somatic; ,[AL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SHTN1,Translocation; ; ; ; ; ,Somatic; ,[Spitzoid tumour]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SIRPA,Other; Frameshift; ; ; ; ,Somatic; ,"[HNSCC, colorectal cancer, Lung SCC]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SIX1,Missense; ; ; ; ; ,Somatic; ,[Wilms tumour]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SIX2,Missense; ; ; ; ; ,Somatic; ,[Wilms tumour]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SKI,Missense; ; ; ; ; ,Somatic; ,[melanoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SLC34A2,Translocation; ; ; ; ; ,Somatic; ,[NSCLC]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SLC45A3,Translocation; ; ; ; ; ,Somatic; ,[prostate]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SMAD2,Missense; Nonsense; ; ; ; ,Somatic; ,"[colorectal carcinoma, hepatocellular carcinoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SMAD3,Missense; ; ; ; ; ,Somatic; ,"[colorectal carcinoma, oral squamous cell carcinoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SMAD4,Deletion; Missense; Nonsense; Frameshift; ; ,Somatic; Germline,"[colorectal, pancreatic, small intestine]; [gastrointestinal polyp]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SMARCA4,Frameshift; Nonsense; Missense; Splice site; ; ,Somatic; ,"[NSCLC, SCCOHT]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SMARCB1,Deletion; Nonsense; Frameshift; Splice site; ; ,Somatic; Germline,[malignant rhabdoid]; [malignant rhabdoid],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SMARCD1,Nonsense; ; ; ; ; ,Somatic; ,[breast]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SMARCE1,Frameshift; Missense; Nonsense; ; ; ,; Germline,[]; [meningioma],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SMC1A,Missense; ; ; ; ; ,Somatic; ,[AML]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SMO,Missense; ; ; ; ; ,Somatic; ,[skin basal cell]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SND1,Translocation; ; ; ; ; ,Somatic; ,[pancreas acinar carcinoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SNX29,Translocation; ; ; ; ; ,Somatic; ,"[PMBL, Hodgkin lymphoma]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SOCS1,Frameshift; Other; ; ; ; ,Somatic; ,"[Hodgkin lymphoma, PMBL]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SOX2,Amplication; ; ; ; ; ,Somatic; ,"[NSCLC, oesophageal squamous carcinoma]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SOX21,Deletion; ; ; ; ; ,Somatic; ,[multiple myeloma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SPECC1,Translocation; ; ; ; ; ,Somatic; ,[JMML]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SPEN,Frameshift; Missense; Nonsense; ; ; ,Somatic; ,"[SMZL, adenoid cystic carcinoma, DLBCL]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SPOP,Missense; ; ; ; ; ,Somatic; Germline,"[prostate, endometrial]; [prostate cancer]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SRC,Missense; Nonsense; ; ; ; ,Somatic; ,"[colorectal cancer, endometrial carcinoma]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SRGAP3,Translocation; ; ; ; ; ,Somatic; ,[pilocytic astrocytoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SRSF2,Missense; ; ; ; ; ,Somatic; ,"[MDS, CLL]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SRSF3,Translocation; ; ; ; ; ,Somatic; ,[follicular lymphoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SS18,Translocation; ; ; ; ; ,Somatic; ,[synovial sarcoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SS18L1,Translocation; ; ; ; ; ,Somatic; ,[synovial sarcoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SSX1,Translocation; ; ; ; ; ,Somatic; ,[synovial sarcoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SSX2,Translocation; ; ; ; ; ,Somatic; ,[synovial sarcoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SSX4,Translocation; ; ; ; ; ,Somatic; ,[synovial sarcoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
STAG1,Missense; Nonsense; ; ; ; ,Somatic; ,"[colorectal cancer, AML]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
STAG2,Missense; Nonsense; Frameshift; Splice site; ; ,Somatic; ,"[bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
STAT3,Missense; Other; ; ; ; ,Somatic; Germline,[T-cell large granular lymphocytic leukaemia]; [paediatric large granular lymphocytic leukaemia],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
STAT5B,Missense; Other; Translocation; ; ; ,Somatic; ,"[large granular lymphocytic leukaemia, skin basal cell, APL]; []","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
STAT6,Translocation; ; ; ; ; ,Somatic; ,"[solitary fibrous tumour, meningeal haemangiopericytoma]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
STIL,Translocation; ; ; ; ; ,Somatic; ,[T-ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
STK11,Deletion; Missense; Nonsense; Frameshift; Splice site; ,Somatic; Germline,"[NSCLC, pancreatic]; [jejunal hamartoma, ovarian, testicular, pancreatic]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
STRN,Translocation; ; ; ; ; ,Somatic; ,"[anaplastic thyroid, papillary thyroid, lung]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SUB1,Amplication; ; ; ; ; ,Somatic; ,[lung cancer]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SUFU,Deletion; Frameshift; Splice site; ; ; ,Somatic; Germline,[medulloblastoma]; [medulloblastoma],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SUZ12,Translocation; ; ; ; ; ,Somatic; ,[endometrial stromal tumour]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
SYK,Translocation; ; ; ; ; ,Somatic; ,"[MDS, peripheral T-cell lymphoma]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TAF15,Translocation; ; ; ; ; ,Somatic; ,"[extraskeletal myxoid chondrosarcoma, ALL]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TAL1,Translocation; ; ; ; ; ,Somatic; ,[lymphoblastic leukaemia/biphasic]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TAL2,Translocation; ; ; ; ; ,Somatic; ,[T-ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TBL1XR1,Frameshift; Missense; ; ; ; ,Somatic; ,"[splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma]; []","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TBX3,Missense; Nonsense; Frameshift; Other; ; ,Somatic; ,"[breast, large intestine, skin]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TCEA1,Translocation; ; ; ; ; ,Somatic; ,[salivary adenoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TCF12,Translocation; ; ; ; ; ,Somatic; ,[extraskeletal myxoid chondrosarcoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TCF3,Translocation; ; ; ; ; ,Somatic; ,[pre B-ALL]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TCF7L2,Translocation; ; ; ; ; ,Somatic; ,[colorectal]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TCL1A,Translocation; ; ; ; ; ,Somatic; ,[T-CLL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TEC,Translocation; ; ; ; ; ,Somatic; ,[myxoid chondrosarcoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TENT5C,Missense; Frameshift; Other; ; ; ,Somatic; ,[MM]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TERT,Promoter missense; ; ; ; ; ,Somatic; Germline,"[melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types]; [melanoma]","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TET1,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TET2,Missense; Nonsense; Frameshift; ; ; ,Somatic; ,[MDS]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TFE3,Translocation; ; ; ; ; ,Somatic; ,"[papillary renal, alveolar soft part sarcoma, renal]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TFEB,Translocation; ; ; ; ; ,Somatic; ,[renal cell carcinoma (childhood epithelioid)]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TFG,Translocation; ; ; ; ; ,Somatic; ,"[papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TFPT,Translocation; ; ; ; ; ,Somatic; ,[pre-B ALL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TFRC,Translocation; ; ; ; ; ,Somatic; ,[NHL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TGFBR2,Missense; Frameshift; Nonsense; ; ; ,Somatic; Germline,"[head and neck, colorectal]; [colorectal]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
THRAP3,Translocation; ; ; ; ; ,Somatic; ,[aneurysmal bone cyst]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TLX1,Translocation; ; ; ; ; ,Somatic; ,[T-ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TLX3,Translocation; ; ; ; ; ,Somatic; ,[T-ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TMEM127,Frameshift; Nonsense; ; ; ; ,; Germline,"[]; [pheochromocytoma, renal cell carcinoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TMPRSS2,Translocation; ; ; ; ; ,Somatic; ,[prostate]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TMSB4X,Missense; Splice site; Nonsense; Frameshift; ; ,Somatic; ,[DLBCL]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TNC,Missense; ; ; ; ; ,Somatic; ,"[SCC, melanoma]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TNFAIP3,Deletion; Nonsense; Frameshift; ; ; ,Somatic; ,"[marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TNFRSF14,Missense; Nonsense; Frameshift; ; ; ,Somatic; ,[follicular lymphoma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TNFRSF17,Translocation; ; ; ; ; ,Somatic; ,[intestinal T-cell lymphoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TOP1,Translocation; ; ; ; ; ,Somatic; ,[AML*]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TP53,Missense; Nonsense; Frameshift; Translocation; ; ,Somatic; Germline,"[breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types]; [breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types]","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TP63,Missense; Nonsense; Translocation; ; ; ,Somatic; Germline,"[HNSCC, DLBCL]; [NSCLC]","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TPM3,Translocation; ; ; ; ; ,Somatic; ,"[papillary thyroid, ALCL, NSCLC, Spitzoid tumour]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TPM4,Translocation; ; ; ; ; ,Somatic; ,[ALCL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TPR,Translocation; ; ; ; ; ,Somatic; ,"[papillary thyroid, NSCLC]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TRA,Translocation; ; ; ; ; ,Somatic; ,[T-ALL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TRAF7,Missense; ; ; ; ; ,Somatic; ,[meningioma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TRB,Translocation; ; ; ; ; ,Somatic; ,[T-ALL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TRD,Translocation; ; ; ; ; ,Somatic; ,[T-cell leukaemia]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TRIM24,Translocation; ; ; ; ; ,Somatic; ,[APL]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TRIM27,Translocation; ; ; ; ; ,Somatic; ,[papillary thyroid]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TRIM33,Translocation; ; ; ; ; ,Somatic; ,[papillary thyroid]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TRIP11,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TRRAP,Missense; ; ; ; ; ,Somatic; ,[melanoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TSC1,Deletion; Missense; Nonsense; Frameshift; Splice site; ,Somatic; Germline,"[renal cell carcinoma, bladder carcinoma]; [hamartoma, renal cell carcinoma, tuberous sclerosis tuber]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TSC2,Deletion; Missense; Nonsense; Frameshift; Splice site; ,Somatic; Germline,"[pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC]; [hamartoma, renal cell carcinoma, tuberous sclerosis tuber]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
TSHR,Missense; ; ; ; ; ,Somatic; Germline,[toxic thyroid adenoma]; [thyroid adenoma],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
U2AF1,Missense; ; ; ; ; ,Somatic; ,"[CLL, MDS]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
UBR5,Frameshift; Nonsense; Missense; Splice site; ; ,Somatic; ,"[mantle cell lymphoma, gastric, colorectal]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
USP44,Deletion; ; ; ; ; ,Somatic; ,"[lung cancer, colon cancer]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
USP6,Translocation; ; ; ; ; ,Somatic; ,[aneurysmal bone cyst]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
USP8,Missense; Nonsense; ; ; ; ,Somatic; ,[corticotroph adenoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
USP9X,Translocation; ; ; ; ; ,Somatic; Germline,[colon carcinoma]; [colon carcinoma],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
VAV1,Translocation; Other; ; ; ; ,Somatic; ,[T-cell lymphoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
VHL,Deletion; Missense; Nonsense; Frameshift; Splice site; ,Somatic; Germline,"[renal, haemangioma, pheochromocytoma]; [renal, haemangioma, pheochromocytoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
VTI1A,Translocation; ; ; ; ; ,Somatic; ,[colorectal]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
WAS,Missense; Nonsense; Frameshift; Splice site; ; ,; Germline,[]; [lymphoma],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
WDCP,Translocation; ; ; ; ; ,Somatic; ,[colorectal]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
WIF1,Translocation; ; ; ; ; ,Somatic; ,[pleomorphic salivary gland adenoma]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
WNK2,Missense; ; ; ; ; ,Somatic; ,[gastric cancer]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
WRN,Missense; Nonsense; Frameshift; Splice site; ; ,; Germline,"[]; [osteosarcoma, meningioma, other tumour types]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
WT1,Deletion; Missense; Nonsense; Frameshift; Splice site; Translocation,Somatic; Germline,"[Wilms tumour, desmoplastic small round cell tumour]; [Wilms tumour]","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
WWTR1,Translocation; ; ; ; ; ,Somatic; ,[epithelioid haemangioendothelioma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
XPA,Missense; Nonsense; Frameshift; Splice site; ; ,; Germline,"[]; [skin basal cell, skin squamous cell, melanoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
XPC,Missense; Nonsense; Frameshift; Splice site; ; ,; Germline,"[]; [skin basal cell, skin squamous cell, melanoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
XPO1,Missense; ; ; ; ; ,Somatic; ,[CLL]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
YWHAE,Translocation; ; ; ; ; ,Somatic; ,[endometrial stromal sarcoma]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZBTB16,Translocation; ; ; ; ; ,Somatic; ,[APL]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZCCHC8,Translocation; ; ; ; ; ,Somatic; ,[Spitzoid tumour]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZEB1,Missense; ; ; ; ; ,Somatic; ,"[CCRCC, melanoma]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZFHX3,Missense; Nonsense; ; ; ; ,Somatic; ,"[endometrial, gastric, prostate]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZMYM2,Translocation; ; ; ; ; ,Somatic; ,"[MPN, NHL]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZMYM3,Frameshift; ; ; ; ; ,Somatic; ,"[CRC, breast cancer]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZNF331,Translocation; ; ; ; ; ,Somatic; ,[follicular thyroid adenoma]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZNF384,Translocation; ; ; ; ; ,Somatic; ,[ALL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZNF429,Missense; ; ; ; ; ,Somatic; ,[GBM]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZNF479,Missense; ; ; ; ; ,Somatic; ,"[lung cancer, bladder carcinoma, prostate carcinoma]; []",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZNF521,Translocation; ; ; ; ; ,Somatic; ,[ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZNRF3,Nonsense; Frameshift; Missense; ; ; ,Somatic; ,"[colorectal cancer, adrenocortical carcinoma, gastric cancer]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ZRSR2,Frameshift; Splice site; Missense; ; ; ,Somatic; ,"[MDS, CLL]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ALK,SNV,Somatic,MPNST,,PMID: 32642732,MPNST
APC,SNV,Somatic,MPNST,,PMID: 32642732,MPNST
ARID1A,SNV,Somatic,MPNST,,PMID: 32642732,MPNST
ATRX,SNV,Somatic,MPNST,,PMID: 32642732,MPNST
BRAF,SNV,Somatic,MPNST,"BRAF V600E mutations in a low frequency of patients, perhaps more commonly in sporadic cases. Substantial diagnostic overlap between sporadic MPNST and the spindle-cell variant of melanoma.",PMID: 29118384,MPNST
CCNE1,GAIN,Somatic,MPNST,,PMID: 32642732,MPNST
CDK4,GAIN,Somatic,MPNST,,PMID: 32642732,MPNST
CDKN2A,SNV; LOSS,Somatic,MPNST; atypical neurofibromas,Inactivating mutations of CDKN2A and/or CDKN2B and (at a lower frequency) of TP53 preferentially characterize MPNST and atypical neurofibromas ,WHO Blue Books,MPNST
CDKN2B,SNV; LOSS,Somatic,MPNST; atypical neurofibromas,Inactivating mutations of CDKN2A and/or CDKN2B and (at a lower frequency) of TP53 preferentially characterize MPNST and atypical neurofibromas ,WHO Blue Books,MPNST
CHEK2,SNV,Somatic,MPNST,,PMID: 29118384,MPNST
CNKSR2,SNV,Somatic,MPNST,Inactivating mutations (negative Ras pathway regulators),PMID: 29118384,MPNST
DICER1,SNV,Somatic; Germline,MPNST,Germline LoF alongside somatic hotspot. Differential diagnosis to consider; DICER1 malignant teratoid tumour ,WHO Blue Books,MPNST
